CUST_ID,GENDER,AGE,TENURE,CHANNEL,AUTOPAY,ARPB_3M,CALL_PARTY_CNT,DAY_MOU,AFTERNOON_MOU,NIGHT_MOU,AVG_CALL_LENGTH,BROADBAND
152,0,35,7,1,0,154,0,0,0,0,3.8500000000000001,0
153,1,50,50,2,1,436,14,0,2585,0,5.0099999999999998,0
154,1,50,50,2,1,436,14,0,2585,0,5.0099999999999998,0
155,1,40,2,1,1,135,0,0,0,0,3.9300000000000002,1
156,1,25,23,3,0,328,10,56,9,0,3.6400000000000001,1
157,0,32,11,4,1,126,42,39.899999999999999,39.399999999999999,120.7,4.8300000000000001,0
158,0,32,11,4,1,126,42,39.899999999999999,39.399999999999999,120.7,4.8300000000000001,0
159,0,32,11,4,1,126,42,39.899999999999999,39.399999999999999,120.7,4.8300000000000001,0
160,0,32,11,4,1,126,42,39.899999999999999,39.399999999999999,120.7,4.8300000000000001,0
161,0,32,11,4,1,126,42,39.899999999999999,39.399999999999999,120.7,4.8300000000000001,0
162,0,44,42,3,0,491,0,308.5,86.5,0,4.5999999999999996,1
163,0,51,39,4,1,292,35,103.09999999999999,49,177.80000000000001,3.71,1
164,1,25,24,2,0,213,9,0,0,0,3,0
165,1,27,50,1,0,394,0,0,750,0,3.0899999999999999,1
166,1,37,57,3,0,486,23,328.5,96.5,0,4.6799999999999997,1
167,0,53,38,4,1,229,35,329.10000000000002,248.5,442.39999999999998,5.4900000000000002,1
168,0,47,4,1,1,100,6,0,40,0,4.8100000000000005,1
169,1,29,25,2,1,309,14,0,0,0,3.4300000000000002,0
170,1,29,25,2,1,309,14,0,0,0,3.4300000000000002,0
171,1,29,25,2,1,309,14,0,0,0,3.4300000000000002,0
172,1,44,21,3,0,191,0,0,285,0,3.8500000000000001,1
173,0,45,71,2,0,951,14,0,2495,0,4.4500000000000002,1
174,0,27,38,4,1,294,20,0,90.5,274.5,3.2599999999999998,0
175,0,27,38,4,1,294,20,0,90.5,274.5,3.2599999999999998,0
176,0,27,38,4,1,294,20,0,90.5,274.5,3.2599999999999998,0
177,0,53,59,2,1,472,20,0,0,0,4.7199999999999998,0
178,0,53,59,2,1,472,20,0,0,0,4.7199999999999998,0
179,1,48,18,1,0,137,0,83.599999999999994,51.399999999999999,0,3.71,1
180,1,33,7,1,1,143,9,0,0,0,3.3700000000000001,0
181,1,33,7,1,1,143,9,0,0,0,3.3700000000000001,0
182,1,33,7,1,1,143,9,0,0,0,3.3700000000000001,0
183,0,24,7,1,0,139,0,0,0,0,3.3700000000000001,0
184,0,24,7,1,0,139,0,0,0,0,3.3700000000000001,0
185,0,22,42,4,0,237,32,87.799999999999997,26,156.09999999999999,3.8300000000000001,0
186,0,22,42,4,0,237,32,87.799999999999997,26,156.09999999999999,3.8300000000000001,0
187,0,22,42,4,0,237,32,87.799999999999997,26,156.09999999999999,3.8300000000000001,0
188,1,33,3,1,0,108,1,0,0,0,3.9300000000000002,0
189,0,33,9,1,0,113,0,83.299999999999997,191.69999999999999,0,3.8700000000000001,1
190,0,63,53,2,1,347,18,0,535,0,3.7599999999999998,1
191,1,22,12,1,1,143,0,0,0,0,2.8900000000000001,1
192,0,39,25,2,1,339,17,0,248.09999999999999,266.89999999999998,3.2599999999999998,0
193,0,39,25,2,1,339,17,0,248.09999999999999,266.89999999999998,3.2599999999999998,0
194,0,39,25,2,1,339,17,0,248.09999999999999,266.89999999999998,3.2599999999999998,0
195,1,54,33,3,0,200,15,0,0,0,4.04,0
196,1,54,33,3,0,200,15,0,0,0,4.04,0
13,1,28,34,1,0,239,0,0,0,0,3.5,0
14,1,33,33,1,0,239,0,0,0,0,3.5,0
15,1,21,45,2,1,268,0,0,415,0,2.9399999999999999,0
16,1,22,42,2,1,268,0,0,415,0,2.9399999999999999,0
17,0,41,68,2,0,533,0,0,1155,0,4.2800000000000002,1
18,1,33,5,1,1,147,7,0,0,0,4.8300000000000001,0
19,1,54,57,4,1,362,28,0,0,0,4.7400000000000002,0
20,1,54,57,4,1,362,28,0,0,0,4.7400000000000002,0
21,1,48,34,3,0,183,0,0,0,0,3.8900000000000001,1
22,0,29,26,4,1,184,29,0,236.5,373.5,4.3399999999999999,0
23,0,29,26,4,1,184,29,0,236.5,373.5,4.3399999999999999,0
24,1,30,6,2,0,125,15,0,0,0,2.77,0
25,0,48,55,1,0,351,0,0,1390,0,4.2000000000000002,1
26,0,35,20,2,1,135,12,0,0,0,3.9500000000000002,0
27,0,35,21,2,1,135,12,0,0,0,3.9500000000000002,0
28,0,32,18,2,1,135,12,0,0,0,3.9500000000000002,0
29,0,36,20,2,1,135,12,0,0,0,3.9500000000000002,0
30,0,35,19,2,1,135,12,0,0,0,3.9500000000000002,0
31,0,34,20,2,1,135,12,0,0,0,3.9500000000000002,0
32,0,32,20,2,1,135,12,0,0,0,3.9500000000000002,0
33,0,35,20,2,1,135,12,0,0,0,3.9500000000000002,0
34,0,60,54,4,1,473,27,736.79999999999995,1018.4,1029.7,5.3499999999999996,1
35,0,57,44,3,0,246,0,462.60000000000002,497.19999999999999,575.20000000000005,5.2300000000000004,1
36,1,41,11,3,0,181,0,119.40000000000001,80.599999999999994,0,3.6600000000000001,0
37,1,42,11,3,0,181,0,119.40000000000001,80.599999999999994,0,3.6600000000000001,0
38,1,41,11,3,0,181,0,119.40000000000001,80.599999999999994,0,3.6600000000000001,0
39,1,40,11,3,0,181,0,119.40000000000001,80.599999999999994,0,3.6600000000000001,0
40,1,41,11,3,0,181,0,119.40000000000001,80.599999999999994,0,3.6600000000000001,0
41,0,41,10,3,0,100,0,129.19999999999999,360.80000000000001,0,3.3999999999999999,1
42,0,36,9,4,1,163,28,0,0,0,4.1299999999999999,0
43,0,39,8,4,1,163,28,0,0,0,4.1299999999999999,0
44,0,36,9,4,1,163,28,0,0,0,4.1299999999999999,0
45,0,40,7,4,1,163,28,0,0,0,4.1299999999999999,0
46,0,36,9,4,1,163,28,0,0,0,4.1299999999999999,0
47,1,43,64,3,0,344,0,428.60000000000002,251.40000000000001,0,4.3300000000000001,1
48,0,41,65,2,1,340,18,0,1065,0,4.2999999999999998,1
49,0,39,47,4,1,205,18,0,272.80000000000001,572.20000000000005,3.5800000000000001,0
50,0,41,47,4,1,205,18,0,272.80000000000001,572.20000000000005,3.5800000000000001,0
51,1,34,9,1,0,109,4,0,0,0,3.5,0
52,1,36,9,1,0,109,4,0,0,0,3.5,0
53,1,34,9,1,0,109,4,0,0,0,3.5,0
54,1,32,9,1,0,109,4,0,0,0,3.5,0
55,1,34,9,1,0,109,4,0,0,0,3.5,0
56,1,36,5,3,1,115,0,25.600000000000001,12.6,21.800000000000001,3.3700000000000001,0
57,0,34,30,1,0,176,4,0,0,0,3.2999999999999998,0
58,0,34,30,1,0,176,4,0,0,0,3.2999999999999998,0
59,0,34,30,1,0,176,4,0,4.2000000000000002,0,3.2999999999999998,0
60,1,45,36,1,0,194,9,0,0,0,4.54,0
61,1,45,36,1,0,194,9,0,3,0,4.54,0
62,1,45,36,1,0,194,9,0,0,0,4.54,0
249,1,31,44,1,0,210,0,0,530,0,3.3999999999999999,1
250,0,76,61,3,0,422,0,972.5,442.5,0,2.71,1
251,0,21,43,2,0,202,0,0,0,0,3.2200000000000002,0
252,0,21,43,2,0,202,0,0,0,0,3.2200000000000002,0
253,0,21,43,2,0,202,0,0,0,0,3.2200000000000002,0
254,1,45,64,3,0,325,0,420.5,189.5,0,3.6400000000000001,0
255,1,45,64,3,0,325,0,420.5,189.5,0,3.6400000000000001,0
256,1,45,64,3,0,325,0,420.5,189.5,0,3.6400000000000001,0
257,0,38,64,2,0,400,0,485.39999999999998,524.60000000000002,0,3.3700000000000001,1
258,1,26,24,1,0,202,0,0,0,0,4.0099999999999998,1
259,1,33,33,2,0,226,12,0,362.19999999999999,367.80000000000001,3.7400000000000002,1
260,0,40,2,1,1,128,5,0,0,0,4.9000000000000004,1
261,1,48,42,4,1,236,0,446.39999999999998,303.60000000000002,0,4.4100000000000001,1
262,0,54,52,2,1,271,17,0,0,0,5.0300000000000002,0
263,0,54,52,2,1,271,17,0,0,0,5.0300000000000002,0
264,0,25,3,4,1,107,9,0,30,0,3.0899999999999999,0
265,1,57,28,2,1,131,12,0,0,0,4.4100000000000001,0
266,1,57,28,2,1,131,12,0,0,0,4.4100000000000001,0
267,1,57,28,2,1,131,12,0,0,0,4.4100000000000001,0
268,0,33,37,4,1,376,14,0,76.599999999999994,283.39999999999998,4.6200000000000001,1
269,0,27,7,4,1,133,27,0,0,0,3.4300000000000002,0
270,0,27,7,4,1,133,27,0,0,0,3.4300000000000002,0
271,1,46,19,1,1,171,0,0,90,0,3.2599999999999998,1
272,1,53,70,2,0,708,0,0,1085,0,5.21,1
273,0,51,62,2,1,593,24,0,296.69999999999999,718.29999999999995,3.7599999999999998,1
274,0,55,48,1,0,293,0,0,0,0,3.2599999999999998,1
275,0,42,48,3,0,308,0,0,0,0,3.5600000000000001,1
276,0,51,49,4,1,165,33,0,896.29999999999995,913.70000000000005,4.3799999999999999,0
277,0,51,49,4,1,165,33,0,896.29999999999995,913.70000000000005,4.3799999999999999,0
278,0,51,49,4,1,165,33,0,896.29999999999995,913.70000000000005,4.3799999999999999,0
279,1,39,35,3,0,187,0,0,0,0,3.3999999999999999,0
280,1,39,35,3,0,187,0,0,0,0,3.3999999999999999,0
281,1,39,35,3,0,187,0,0,0,0,3.3999999999999999,0
282,1,70,58,2,0,516,29,0,793,937,2.2000000000000002,1
283,0,43,48,2,0,360,11,567.10000000000002,927.89999999999998,0,4.0899999999999999,1
284,0,43,13,4,1,127,14,58,17,0,4.8100000000000005,1
285,0,63,72,3,0,462,0,0,2180,0,2.71,1
286,1,27,30,2,0,265,0,0,600,0,3.8500000000000001,0
287,1,27,30,2,0,265,0,0,600,0,3.8500000000000001,0
288,0,40,28,3,0,170,0,0,0,0,4.1600000000000001,1
289,0,32,48,4,0,173,0,433.39999999999998,382,574.60000000000002,4.4800000000000004,1
290,0,38,29,2,1,217,4,0,0,0,3.8300000000000001,1
291,1,21,1,1,1,104,14,0,0,0,2.8900000000000001,0
292,0,33,28,4,1,141,14,0,0,0,2.6400000000000001,0
293,0,33,28,4,1,141,14,0,0,0,2.6400000000000001,0
294,0,35,15,2,1,153,7,0,0,0,3.5300000000000002,0
1,0,42,13,1,0,124,0,0,110,0,4.1600000000000001,0
2,0,40,9,1,0,124,0,0,110,0,4.1600000000000001,0
3,0,41,13,1,0,124,0,0,110,0,4.1600000000000001,0
4,0,44,11,1,0,124,0,0,110,0,4.1600000000000001,0
5,0,44,13,1,0,124,0,0,110,0,4.1600000000000001,0
6,0,44,13,1,0,124,0,0,110,0,4.1600000000000001,0
7,0,33,11,4,0,138,0,36.200000000000003,26.600000000000001,62.200000000000003,4.9100000000000001,0
8,0,29,12,4,0,138,0,36.200000000000003,26.600000000000001,62.200000000000003,4.9100000000000001,0
9,0,33,11,4,0,138,0,36.200000000000003,26.600000000000001,62.200000000000003,4.9100000000000001,0
10,0,33,10,4,0,138,0,36.200000000000003,26.600000000000001,62.200000000000003,4.9100000000000001,0
11,0,30,11,4,0,138,0,36.200000000000003,26.600000000000001,62.200000000000003,4.9100000000000001,0
12,1,33,33,1,0,239,0,0,0,0,3.5,0
109,1,32,29,2,1,184,14,0,0,0,3.8900000000000001,0
110,1,35,14,2,1,150,0,0,0,0,3.8500000000000001,0
111,1,35,14,2,1,150,0,0,0,0,3.8500000000000001,0
112,1,35,14,2,1,150,0,0,0,0,3.8500000000000001,0
113,1,35,14,2,1,150,0,0,0,0,3.8500000000000001,0
114,1,35,14,2,1,150,0,0,0,0,3.8500000000000001,0
115,1,35,14,2,1,150,0,0,0,0,3.8500000000000001,0
116,0,40,69,2,0,555,22,31.5,2320,0,3.71,1
117,1,50,61,2,1,302,0,0,745,0,4.6200000000000001,1
118,1,22,45,2,0,249,7,0,0,0,3.5800000000000001,0
119,1,22,45,2,0,249,7,0,0,0,3.5800000000000001,0
120,1,37,3,1,1,90,0,0,0,0,3.1800000000000002,1
121,0,31,3,1,0,119,4,17.899999999999999,27.100000000000001,0,3.3300000000000001,0
122,0,42,17,2,1,166,16,0,0,0,4.8799999999999999,0
123,0,42,17,2,1,166,16,11.199999999999999,23.399999999999999,0,4.8799999999999999,0
124,0,42,17,2,1,166,13,10.6,4.7000000000000002,0,4.8799999999999999,0
125,0,42,17,2,1,166,12,0,0,0,4.8799999999999999,0
126,0,42,17,2,1,166,16,0,0,0,4.8799999999999999,0
127,0,42,17,2,1,166,16,0,0,0,4.8799999999999999,0
128,0,42,17,2,1,166,16,0,0,0,4.8799999999999999,0
129,0,42,17,2,1,166,16,0,0,0,4.8799999999999999,0
130,0,42,17,2,1,166,16,0,0,0,4.8799999999999999,0
131,0,42,17,2,1,166,16,0,0,0,4.8799999999999999,0
132,0,29,19,1,1,158,0,0,0,0,2.8900000000000001,0
133,0,29,19,1,1,158,0,0,0,0,2.8900000000000001,0
134,0,29,19,1,1,158,0,0,0,0,2.8900000000000001,0
135,0,29,19,1,1,180,0,0,0,0,2.8900000000000001,0
136,0,29,19,1,1,158,0,0,0,0,2.8900000000000001,0
137,0,29,19,1,1,158,0,0,0,0,2.8900000000000001,0
138,0,29,19,1,1,158,0,0,0,0,2.8900000000000001,0
139,0,29,19,1,1,158,0,0,0,0,2.8900000000000001,0
140,0,31,29,2,1,242,8,0,0,0,4.0899999999999999,0
141,0,31,29,2,1,242,8,0,0,0,4.0899999999999999,0
142,1,22,14,2,0,239,8,0,0,0,2.5600000000000001,0
143,1,22,14,2,0,239,8,0,0,0,2.5600000000000001,0
144,1,22,14,2,0,239,8,0,0,0,2.5600000000000001,0
145,1,22,14,2,0,239,8,0,0,0,2.5600000000000001,0
146,1,22,14,2,0,239,8,0,0,0,2.5600000000000001,0
147,1,22,14,2,0,239,8,0,0,0,2.5600000000000001,0
148,0,52,62,3,0,513,0,757,741.5,706.5,5.2699999999999996,0
349,1,35,47,4,1,265,28,0,0,0,4.25,0
350,1,34,61,4,1,427,33,342,213.80000000000001,539.20000000000005,4.25,0
351,1,34,61,4,1,427,33,342,213.80000000000001,539.20000000000005,4.25,0
352,0,38,56,4,1,552,26,262.80000000000001,113,269.19999999999999,4.0300000000000002,1
353,1,45,61,2,0,412,0,0,2200,0,4.3799999999999999,1
354,0,34,12,1,0,131,0,0,0,0,3.7800000000000002,1
355,1,31,10,2,1,158,9,0,0,0,3.4699999999999998,0
356,1,31,10,2,1,158,9,0,0,0,3.4699999999999998,0
357,1,31,10,2,1,158,9,0,0,0,3.4699999999999998,0
358,1,31,10,2,1,158,9,0,0,0,3.4699999999999998,0
359,1,31,10,2,1,158,9,0,0,0,3.4699999999999998,0
360,0,31,53,2,0,592,24,665.70000000000005,1349.3,0,3.8300000000000001,1
361,1,57,60,3,0,401,0,387.89999999999998,268,589.10000000000002,4.6699999999999999,1
362,1,31,64,2,1,533,16,0,388.39999999999998,726.60000000000002,3.8300000000000001,1
363,0,49,46,1,0,195,0,0,945,0,3.9300000000000002,0
364,0,49,46,1,0,195,0,0,945,0,3.9300000000000002,0
365,0,49,46,1,0,195,0,0,945,0,3.9300000000000002,0
366,0,43,61,4,1,551,38,629.10000000000002,528.29999999999995,822.60000000000002,3.5300000000000002,0
367,0,43,61,4,1,551,38,629.10000000000002,528.29999999999995,822.60000000000002,3.5300000000000002,0
368,0,43,61,4,1,551,38,629.10000000000002,528.29999999999995,822.60000000000002,3.5300000000000002,0
369,0,38,28,4,1,151,28,0,0,0,4.7800000000000002,0
370,0,38,28,4,1,151,28,0,0,0,4.7800000000000002,0
371,0,38,28,4,1,151,28,0,0,0,4.7800000000000002,0
372,1,43,32,3,0,416,0,257.10000000000002,119,133.90000000000001,4.9800000000000004,1
373,1,42,52,3,0,443,0,641.39999999999998,408.60000000000002,0,3.2999999999999998,1
374,0,43,37,2,0,212,0,0,0,0,3.6400000000000001,1
375,0,52,41,3,0,203,0,301.89999999999998,163.09999999999999,0,6.8300000000000001,1
376,1,60,67,3,0,552,0,0,1530,0,3.1800000000000002,1
377,1,32,44,4,1,155,43,89.400000000000006,35.600000000000001,235,4.5600000000000005,1
378,1,29,50,4,0,314,34,239.09999999999999,59.799999999999997,241.19999999999999,3.9699999999999998,1
379,1,31,5,1,1,102,0,0,0,0,3.04,0
380,1,34,10,2,1,136,14,0,0,0,3.9500000000000002,0
381,1,34,10,2,1,136,14,0,0,0,3.9500000000000002,0
382,1,34,10,2,1,136,14,0,0,0,3.9500000000000002,0
383,1,34,10,2,1,136,14,0,0,0,3.9500000000000002,0
384,1,34,10,2,1,136,14,0,0,0,3.9500000000000002,0
385,1,45,65,3,0,247,9,842.79999999999995,1462.2,0,4.2000000000000002,1
386,0,45,8,2,1,143,13,0,0,0,3.6099999999999999,0
387,1,20,1,1,1,68,5,0,0,0,3.04,0
388,1,58,42,2,0,122,0,0,0,0,3.0899999999999999,1
389,1,35,17,3,0,212,0,0,0,0,4.3399999999999999,1
390,1,24,8,4,1,109,20,39.299999999999997,46.299999999999997,79.400000000000006,2.8900000000000001,0
391,0,46,56,2,1,504,14,0,525,0,3.5,1
392,1,57,42,1,0,239,0,0,475,0,5.3399999999999999,1
99,0,33,17,4,1,254,17,0,70.299999999999997,149.69999999999999,3.1400000000000001,0
100,0,33,17,4,1,254,17,0,70.299999999999997,149.69999999999999,3.1400000000000001,0
101,1,36,43,2,0,281,3,338.80000000000001,571.20000000000005,0,4.6699999999999999,0
102,1,36,43,2,0,281,4,338.80000000000001,571.20000000000005,0,4.6699999999999999,0
103,1,36,43,2,0,281,1,338.80000000000001,571.20000000000005,0,4.6699999999999999,0
104,1,25,47,3,0,223,5,312.69999999999999,92.299999999999997,0,3.04,0
105,1,25,47,3,0,223,3,312.69999999999999,92.299999999999997,0,3.04,0
106,0,20,13,4,1,111,12,0,155,0,2.8300000000000001,1
107,0,24,12,3,0,130,0,140.40000000000001,154.59999999999999,0,2.9399999999999999,0
108,1,32,29,2,1,184,14,0,0,0,3.8900000000000001,0
205,0,39,71,3,0,775,0,1097.4000000000001,1522.5999999999999,0,3.6899999999999999,1
206,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
207,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
208,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
209,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
210,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
211,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
212,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
213,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
214,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
215,1,51,17,1,0,199,0,0,0,0,4.5499999999999998,0
216,0,65,65,3,0,474,0,586,354,0,4.8499999999999996,1
217,1,40,7,1,1,106,0,0,0,0,3.5,1
218,1,66,72,4,0,1838,28,0,1245,0,6.1299999999999999,1
219,0,43,35,1,0,204,0,0,330,0,5.4100000000000001,1
220,0,63,63,2,0,304,0,0,435,0,5.25,1
221,0,31,38,4,0,303,0,240.09999999999999,384.19999999999999,540.70000000000005,5.2300000000000004,0
222,0,31,38,4,0,303,0,240.09999999999999,384.19999999999999,540.70000000000005,5.2300000000000004,0
223,0,31,38,4,0,303,0,240.09999999999999,384.19999999999999,540.70000000000005,5.2300000000000004,0
224,1,69,72,3,0,2049,0,0,875,0,3.7800000000000002,1
225,1,27,10,4,1,200,30,12.800000000000001,7.5,39.700000000000003,2.71,0
226,1,27,10,4,1,200,30,12.800000000000001,7.5,39.700000000000003,2.71,0
227,1,27,10,4,1,200,30,12.800000000000001,7.5,39.700000000000003,2.71,0
228,1,27,10,4,1,200,30,12.800000000000001,7.5,39.700000000000003,2.71,0
229,1,27,10,4,1,200,30,12.800000000000001,7.5,39.700000000000003,2.71,0
230,0,33,3,1,1,93,2,0,0,0,4.1600000000000001,0
231,0,24,39,1,1,258,0,0,480,0,3.2599999999999998,0
232,0,24,39,1,1,258,0,0,480,0,3.2599999999999998,0
233,0,24,39,1,1,258,0,0,480,0,3.2599999999999998,0
234,0,25,23,4,1,189,18,0,0,0,2.9399999999999999,0
235,0,25,23,4,1,189,18,0,0,0,2.9399999999999999,0
236,0,25,23,4,1,189,18,0,0,0,2.9399999999999999,0
237,0,25,23,4,1,189,18,0,0,0,2.9399999999999999,0
238,0,25,23,4,1,189,18,0,0,0,2.9399999999999999,0
239,0,25,23,4,1,189,18,0,0,0,2.9399999999999999,0
240,1,30,8,3,0,135,0,0,75,0,3.5300000000000002,1
241,1,36,3,4,1,104,5,0,0,0,3.5300000000000002,1
242,1,30,6,1,0,77,0,0,0,0,3.8100000000000001,0
243,0,47,48,4,0,356,0,292.19999999999999,164,333.69999999999999,4.2800000000000002,0
244,0,47,48,4,0,356,0,292.19999999999999,164,333.69999999999999,4.2800000000000002,0
245,1,43,43,4,0,232,29,256.19999999999999,100.59999999999999,318.19999999999999,4.0099999999999998,1
246,0,33,6,3,0,172,0,35.600000000000001,46.100000000000001,43.299999999999997,3.2599999999999998,0
247,0,37,7,1,0,126,0,0,0,0,4.04,1
248,0,52,50,4,1,289,0,678.60000000000002,592.20000000000005,1059.2,3.5800000000000001,1
449,0,32,5,1,1,114,3,0,0,0,3.5,0
450,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
451,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
452,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
453,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
454,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
455,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
456,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
457,1,37,19,2,1,210,0,0,0,0,4.5999999999999996,0
458,1,40,54,4,1,506,0,0,40.700000000000003,269.30000000000001,3.9100000000000001,1
459,0,36,1,2,1,77,4,0,0,0,3.04,0
460,1,68,54,1,1,417,0,0,325,0,5.6100000000000003,1
461,0,28,14,1,1,166,2,0,0,0,2.8300000000000001,0
462,0,28,14,1,1,166,2,0,0,0,2.8300000000000001,0
463,0,28,14,1,1,166,2,0,0,0,2.8300000000000001,0
464,0,28,14,1,1,166,2,0,0,0,2.8300000000000001,0
465,0,28,14,1,1,166,2,0,0,0,2.8300000000000001,0
466,0,28,14,1,1,166,2,0,0,0,2.8300000000000001,0
467,1,45,10,2,1,164,9,0,0,0,4.7400000000000002,0
468,1,45,10,2,1,164,9,0,0,0,4.7400000000000002,0
469,1,45,10,2,1,164,9,0,0,0,4.7400000000000002,0
470,1,45,10,2,1,164,9,0,0,0,4.7400000000000002,0
471,1,45,10,2,1,164,9,0,0,0,4.7400000000000002,0
472,1,23,7,1,0,123,0,31.699999999999999,23.300000000000001,0,3.2999999999999998,1
473,0,45,33,3,0,163,0,378.19999999999999,401.80000000000001,0,3.5600000000000001,0
474,0,45,33,3,0,163,0,378.19999999999999,401.80000000000001,0,3.5600000000000001,0
475,0,55,72,2,0,735,0,0,2770,0,3.6899999999999999,1
476,0,29,25,1,1,155,0,0,0,0,4.0099999999999998,0
477,0,29,25,1,1,155,0,0,0,0,4.0099999999999998,0
478,0,29,25,1,1,155,0,0,0,0,4.0099999999999998,0
479,0,50,12,1,1,149,0,42.899999999999999,21.899999999999999,55.200000000000003,5.3099999999999996,0
480,0,38,13,4,1,255,0,65.900000000000006,78.900000000000006,180.30000000000001,4.6399999999999997,0
481,0,38,13,4,1,255,0,65.900000000000006,78.900000000000006,180.30000000000001,4.6399999999999997,0
482,0,38,13,4,1,255,0,65.900000000000006,78.900000000000006,180.30000000000001,4.6399999999999997,0
483,0,38,13,4,1,255,0,65.900000000000006,78.900000000000006,180.30000000000001,4.6399999999999997,0
484,0,38,13,4,1,255,0,65.900000000000006,78.900000000000006,180.30000000000001,4.6399999999999997,0
485,0,38,13,4,1,255,0,65.900000000000006,78.900000000000006,180.30000000000001,4.6399999999999997,0
486,0,38,13,4,1,255,0,65.900000000000006,78.900000000000006,180.30000000000001,4.6399999999999997,0
487,0,24,6,3,0,115,0,26.100000000000001,18.899999999999999,0,2.8300000000000001,1
488,1,46,25,3,0,158,0,0,0,0,3.8100000000000001,1
489,0,39,15,2,1,119,13,0,0,0,3.4699999999999998,0
490,0,39,22,2,1,174,2,0,0,0,4.1399999999999997,0
