positionId,positionName,companyId,companyLogo,companySize,industryField,financeStage,companyLabelList,firstType,secondType,thirdType,skillLables,positionLables,industryLables,createTime,formatCreateTime,district,businessZones,salary,workYear,jobNature,education,positionAdvantage,imState,lastLogin,publisherId,approve,subwayline,stationname,linestaion,latitude,longitude,hitags,resumeProcessRate,resumeProcessDay,score,newScore,matchScore,matchScoreExplain,query,explain,isSchoolJob,adWord,plus,pcShow,appShow,deliver,gradeDescription,promotionScoreExplain,isHotHire,count,aggregatePositionIds,famousCompany
6804629,数据分析师,34132,i/image2/M01/F8/DE/CgoB5lyHTJeAP7v9AAFXUt4zJo4515.png,150-500人,"数据服务,广告营销",A轮,"['开放式办公', '扁平管理', '带薪假期', '弹性工作时间']",产品|需求|项目类,数据分析,数据分析,['数据分析'],"['电商', '广告营销', '数据分析']","['电商', '广告营销', '数据分析']",2020/3/16 10:57,10:57发布,余杭区,,30000,不限,全职,本科,六险一金 旅游 带薪年假 培训发展 双休,today,2020/3/16 09:51,7542546,1,,,,30.28185,120.01569,,83,1,17,0,1.1618694,,,,0,0,,0,0,0,,,0,0,[],FALSE
6847013,大数据分析工程师(J11108),55046,image1/M00/23/C9/Cgo8PFVJqR6Ad0k8AAA5RKFypYg017.jpg,2000人以上,"移动互联网,企业服务",上市公司,"['技能培训', '年底双薪', '带薪年假', '岗位晋升']",开发|测试|运维类,数据开发,数据分析,['数据分析'],['数据分析'],[],2020/3/16 09:25,09:25发布,西湖区,,30000,应届毕业生,全职,本科,六险一金 带薪年假 年度体检 周末双休,today,2020/3/16 09:25,7722595,1,2号线,武林门,2号线_武林门;2号线_沈塘桥,30.27879,120.14578,,0,0,17,0,4.2450657,,,,1,0,,0,0,0,,,0,0,[],FALSE
6763962,数据分析工程师,13163,i/image/M00/4B/5B/Cgp3O1efAWWAC02xAAB2G5qzmHQ810.png,500-2000人,移动互联网,上市公司,"['绩效奖金', '股票期权', '年底双薪', '专项奖金']",开发|测试|运维类,数据开发,数据分析,"['Oracle', 'Hadoop', 'Spark', 'MySQL']","['云计算', '大数据', 'Oracle', 'Hadoop', 'Spark', 'MySQL']","['云计算', '大数据', 'Oracle', 'Hadoop', 'Spark', 'MySQL']",2020/3/16 11:18,11:18发布,西湖区,"['翠苑', '文一路', '古墩路']",20000,不限,全职,本科,16-18薪 大数据A股上市公司,today,2020/3/16 11:02,158057,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.29031,120.11456,,1,1,16,0,1.0910506,,,,0,0,,0,0,0,,,0,0,[],TRUE
6804489,资深数据分析师,34132,i/image2/M01/F8/DE/CgoB5lyHTJeAP7v9AAFXUt4zJo4515.png,150-500人,"数据服务,广告营销",A轮,"['开放式办公', '扁平管理', '带薪假期', '弹性工作时间']",开发|测试|运维类,数据开发,数据分析,['数据分析'],"['电商', '数据分析']","['电商', '数据分析']",2020/3/16 10:57,10:57发布,余杭区,,30000,3-5年,全职,本科,六险一金 旅游 带薪年假 培训发展 双休,today,2020/3/16 09:51,7542546,1,,,,30.28185,120.01569,,83,1,16,0,1.0755591,,,,0,0,,0,0,0,,,0,0,[],FALSE
6657285,数据分析师,7461,i/image2/M01/B1/65/CgotOVv-NQSAaKAEAAAKZL_jrTw555.png,2000人以上,企业服务,上市公司,"['工程师氛围', '弹性工作', '扁平管理', '上班不打卡']",产品|需求|项目类,数据分析,数据分析,['BI'],['BI'],[],2020/3/16 10:59,10:59发布,西湖区,,37500,1-3年,全职,硕士,SaaS行业前景,today,2020/3/16 10:59,4169726,1,,,,30.256826,120.087836,,100,1,16,0,1.0534283,,,,0,0,,0,0,0,,,0,0,[],TRUE
6882983,产品运营（偏数据分析）,7461,i/image2/M01/B1/65/CgotOVv-NQSAaKAEAAAKZL_jrTw555.png,2000人以上,企业服务,上市公司,"['工程师氛围', '弹性工作', '扁平管理', '上班不打卡']",运营|编辑|客服类,运营,数据运营,"['数据分析', '产品运营']","['数据分析', '产品运营']",[],2020/3/16 10:59,10:59发布,西湖区,['西溪'],27500,3-5年,全职,本科,上市公司 五险一金 氛围好 发展空间,today,2020/3/16 10:59,4169726,1,,,,30.256956,120.086588,,100,1,15,0,1.0158058,,,,0,0,,0,0,0,,,0,0,[],TRUE
6486988,资深数据分析师（杭州）,7461,i/image2/M01/B1/65/CgotOVv-NQSAaKAEAAAKZL_jrTw555.png,2000人以上,企业服务,上市公司,"['工程师氛围', '弹性工作', '扁平管理', '上班不打卡']",开发|测试|运维类,数据开发,数据分析,"['Hive', 'Oracle', 'Spark', 'NLP']","['Hive', 'Oracle', 'Spark', 'NLP']",[],2020/3/16 10:59,10:59发布,西湖区,,37500,3-5年,全职,本科,行业前景，晋升空间,today,2020/3/16 10:59,4169726,1,,,,30.256826,120.087836,,100,1,15,0,1.0091666,,,,0,0,,0,0,0,,,0,0,[],TRUE
5519962,大数据建模总监,50735,image1/M00/00/85/CgYXBlTUXeeAR0IjAABbroUk-dw977.png,150-500人,电商,B轮,"['年终奖金', '做五休二', '六险一金', '子女福利']",开发|测试|运维类,数据开发,建模,[],"['大数据', '互联网金融']","['大数据', '互联网金融']",2020/3/16 11:08,11:08发布,滨江区,"['西兴', '长河']",37500,不限,全职,本科,福利待遇、准上市,disabled,2020/3/16 11:08,5491688,1,,,,30.188041,120.201179,,23,1,14,0,2.7194543,,,,0,0,,0,0,0,,,0,0,[],FALSE
5559894,数据建模专家-杭州-01546,6502,i/image2/M01/90/8C/CgotOV2HNfOAIRdeAACLpu2daes283.jpg,500-2000人,"信息安全,数据服务",D轮及以上,"['技能培训', '股票期权', '绩效奖金', '岗位晋升']",开发|测试|运维类,数据开发,建模,"['数据挖掘', 'Spark', '算法']","['银行', '互联网金融', '数据挖掘', 'Spark', '算法']","['银行', '互联网金融', '数据挖掘', 'Spark', '算法']",2020/3/16 11:17,11:17发布,余杭区,['仓前'],30000,3-5年,全职,本科,"六险一金,年终奖,带薪年假",today,2020/3/16 11:16,81793,1,,,,30.280276,120.017992,"['试用期上社保', '年底双薪', '免费下午茶', '学习机会', 'bat背景', '免费体检', 'mac办公', '定期团建', '加班补贴', '试用期上公积金', '免费健身房', '一年调薪2次', '打车报销', '弹性工作']",11,1,12,0,3.0332372,,,,0,0,,0,0,0,,,0,0,[],FALSE
6702852,数据分析专家（游戏业务）,593,i/image/M00/59/6D/CgpFT1mKoryAchsAAAASDmQdWoA347.png,2000人以上,"移动互联网,游戏",不需要融资,"['五险一金', '交通补助', '绩效奖金', '节日礼物']",开发|测试|运维类,数据开发,数据分析,['数据分析'],"['游戏', '数据分析']","['游戏', '数据分析']",2020/3/16 10:19,10:19发布,西湖区,"['翠苑', '文一路', '高新文教区']",37500,3-5年,全职,本科,下午茶；六险一金；筑巢计划,today,2020/3/16 10:19,7389722,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.290164,120.11663,,58,1,12,0,0.8343329,,,,0,0,,0,0,0,,,0,0,[],TRUE
6829277,资深数据分析师,593,i/image/M00/59/6D/CgpFT1mKoryAchsAAAASDmQdWoA347.png,2000人以上,"移动互联网,游戏",不需要融资,"['五险一金', '交通补助', '绩效奖金', '节日礼物']",产品|需求|项目类,高端产品职位,数据分析专家,[],['游戏'],['游戏'],2020/3/16 10:10,10:10发布,西湖区,,27500,3-5年,全职,本科,"六险一金,餐补,交通补,住房贷款",disabled,2020/3/16 10:10,5241923,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.290164,120.11663,,46,1,12,0,0.8299067,,,,0,0,,0,0,0,,,0,0,[],TRUE
6267370,数据分析专家,31544,image1/M00/00/48/CgYXBlTUXOaADKooAABjQoD_n1w508.png,150-500人,数据服务,不需要融资,"['专业红娘牵线', '节日礼物', '技能培训', '岗位晋升']",开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析']","['数据挖掘', '数据分析']",[],2020/3/16 11:16,11:16发布,滨江区,,20000,5-10年,全职,本科,五险一金,today,2020/3/16 11:16,466738,1,4号线,中医药大学,4号线_中医药大学;4号线_联庄,30.18548,120.13932,,43,1,7,0,1.2902282,,,,0,0,,0,0,0,,,0,0,[],FALSE
5927901,数据分析经理,62,i/image2/M01/79/0A/CgoB5ltr2A-AM5SFAADbT9jQCn841.jpeg,2000人以上,文娱丨内容,C轮,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",产品|需求|项目类,产品经理,其他产品经理,[],['数据分析'],['数据分析'],2020/3/16 11:03,11:03发布,滨江区,,30000,不限,全职,本科,六险一金，餐补，租房补贴，带薪休假,threeDays,2020/3/16 11:03,11497288,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.212008,120.212837,,0,0,7,0,1.2880152,,,,0,0,,0,0,0,,,0,0,[],TRUE
6862245,数据分析专家,473950,i/image2/M01/A8/13/CgoB5lvlA6mAfJhwAABGJOo3g3Y714.png,50-150人,移动互联网,未融资,[],产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营']","['数据分析', '数据运营']",[],2020/3/16 10:58,10:58发布,余杭区,,22500,5-10年,全职,不限,平台稳定，利于发展,today,2020/3/16 10:50,15977588,1,,,,30.276315,120.017122,,0,0,6,0,1.2835891,,,,0,0,,0,0,0,,,0,0,[],FALSE
5604926,数据分析师,143884,i/image2/M00/2D/90/CgotOVox4saAJdUfAABHPJrd1dA222.jpg,50-150人,"移动互联网,金融",A轮,"['股票期权', '带薪年假', '绩效奖金', '年底双薪']",开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据挖掘']","['数据分析', '数据挖掘']",[],2020/3/16 11:34,11:34发布,余杭区,['仓前'],27500,1-3年,全职,本科,晋升空间、季度奖金、明星团队、扁平管理,today,2020/3/16 11:28,8565539,1,,,,30.279922,120.0175,,100,1,6,0,1.1906395,,,,0,0,,0,0,0,,,0,0,[],FALSE
6601086,数据分析师,21187,i/image/M00/10/BC/CgpEMljrY_SAD-hjAAAIdvHxXPM731.png,150-500人,"企业服务,移动互联网",天使轮,"['带薪年假', '年轻团队', '股票期权', '下午茶']",产品|需求|项目类,数据分析,数据分析,['数据分析'],"['电商', '数据分析']","['电商', '数据分析']",2020/3/16 11:09,11:09发布,余杭区,,45000,3-5年,全职,本科,五险一金、周末双休、定期团建、下午茶,disabled,2020/3/16 11:08,243503,1,,,,30.274689,120.022763,,23,2,6,0,1.1817873,,,,0,0,,0,0,0,,,0,0,[],FALSE
6850849,数据分析专家,255742,i/image/M00/6B/3B/CgpEMlmpFMGABE-nAADxgOpprdI646.jpg,150-500人,"金融,电商",C轮,"['持牌金融机构', '跨境支付', '跨境金融', '国际化团队']",开发|测试|运维类,数据开发,数据分析,"['数据分析', 'SQLServer']","['电商', '支付', '数据分析', 'SQLServer']","['电商', '支付', '数据分析', 'SQLServer']",2020/3/16 11:26,11:26发布,滨江区,['西兴'],32500,3-5年,全职,本科,"持牌机构,国内**,跨境金融,独角兽",today,2020/3/16 11:26,7571978,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.20856,120.211816,,100,1,6,0,1.1640825,,,,0,0,,0,0,0,,,0,0,[],FALSE
5520623,数据分析经理,19875,i/image2/M01/E7/70/CgotOVx05L6AIRJuAADVMY54skw255.jpg,2000人以上,硬件,不需要融资,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",产品|需求|项目类,数据分析,数据分析,[],['移动互联网'],['移动互联网'],2020/3/16 11:24,11:24发布,西湖区,,30000,5-10年,全职,本科,"股票期权,千万级用户,试用期全薪",today,2020/3/16 11:24,8387688,1,,,,30.289296,120.073776,,7,1,6,0,1.1640825,,,,0,0,,0,0,0,,,0,0,[],TRUE
6657704,数据分析师,165220,i/image2/M01/D4/CD/CgoB5lxKzAaAWkleAAJIltRxFWM845.jpg,150-500人,社交,不需要融资,"['绩效奖金', '带薪年假', '交通补助', '午餐补助']",产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SQL']","['数据分析', 'SQL']",[],2020/3/16 10:48,10:48发布,滨江区,,37500,3-5年,全职,本科,双休、最高公积金、15薪起、氛围活跃,disabled,2020/3/16 10:29,6742009,1,1号线,西兴,1号线_滨康路;1号线_西兴;1号线_滨康路;1号线_西兴,30.177943,120.221341,,75,1,6,0,1.1640825,,,,0,0,,0,0,0,,,0,0,[],FALSE
6234992,数据分析师,542,i/image2/M01/8F/3B/CgotOV2DILWATjZCAADVcgzMsg8494.jpg,500-2000人,消费生活,D轮及以上,"['六险一金', '快乐高效文化', '绩效奖金', '信任']",产品|需求|项目类,数据分析,数据分析,['数据分析'],['数据分析'],[],2020/3/16 10:28,10:28发布,西湖区,"['西溪', '古荡', '文新']",45000,1-3年,全职,本科,福利佳、发展空间大,today,2020/3/16 10:28,5035012,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路;2号线_文新,30.287754,120.112217,,23,0,6,0,1.1463778,,,,0,0,,0,0,0,,,0,0,[],TRUE
6234992,数据分析师,542,i/image2/M01/8F/3B/CgotOV2DILWATjZCAADVcgzMsg8494.jpg,500-2000人,消费生活,D轮及以上,"['六险一金', '快乐高效文化', '绩效奖金', '信任']",产品|需求|项目类,数据分析,数据分析,['数据分析'],['数据分析'],[],2020/3/16 10:28,10:28发布,西湖区,"['西溪', '古荡', '文新']",37500,1-3年,全职,本科,福利佳、发展空间大,today,2020/3/16 10:28,5035012,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路;2号线_文新,30.287754,120.112217,,23,0,6,0,1.1465408,,,,0,0,,0,0,0,,,0,0,[],TRUE
6758467,店铺数据分析师,80863,i/image/M00/80/C0/CgpFT1pXOCSAEIHYAAAJuNXn4os183.png,150-500人,"移动互联网,电商",B轮,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",市场|商务类,市场|营销,商业数据分析,"['数据分析', '行业分析', '消费者分析', '市场竞争分析']","['电商', '新零售', '数据分析', '行业分析', '消费者分析', '市场竞争分析']","['电商', '新零售', '数据分析', '行业分析', '消费者分析', '市场竞争分析']",2020/3/16 11:26,11:26发布,下沙,,30000,3-5年,全职,大专,福利齐全 晋升空间大 精英团队 双休,threeDays,2020/3/16 11:26,7572173,1,1号线,文海南路,1号线_文海南路;1号线_云水,30.304013,120.368525,,85,1,6,0,1.097846,,,,0,0,,0,0,0,,,0,0,[],FALSE
6804489,资深数据分析师,34132,i/image2/M01/F8/DE/CgoB5lyHTJeAP7v9AAFXUt4zJo4515.png,150-500人,"数据服务,广告营销",A轮,"['开放式办公', '扁平管理', '带薪假期', '弹性工作时间']",开发|测试|运维类,数据开发,数据分析,['数据分析'],"['电商', '数据分析']","['电商', '数据分析']",2020/3/16 10:57,10:57发布,余杭区,,37500,3-5年,全职,本科,六险一金 旅游 带薪年假 培训发展 双休,today,2020/3/16 09:51,7542546,1,,,,30.28185,120.01569,,83,1,16,0,1.0757121,,,,0,0,,0,0,0,,,0,0,[],FALSE
6764017,数据分析师（社招）,13163,i/image/M00/4B/5B/Cgp3O1efAWWAC02xAAB2G5qzmHQ810.png,500-2000人,移动互联网,上市公司,"['绩效奖金', '股票期权', '年底双薪', '专项奖金']",产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', '数据库']","['云计算', '大数据', 'BI', '数据分析', '数据库']","['云计算', '大数据', 'BI', '数据分析', '数据库']",2020/3/16 11:18,11:18发布,西湖区,"['翠苑', '文一路', '古墩路']",30000,应届毕业生,全职,不限,16-18薪 大数据A股上市公司,today,2020/3/16 11:02,158057,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.29031,120.11456,,1,1,15,0,1.0203772,,,,1,0,,0,0,0,,,0,0,[],TRUE
6228290,商业数据分析师,509360,i/image3/M01/54/46/CgpOIF3nZBuALFZ3AAGz_vr7Y7c427.png,50-150人,"移动互联网,企业服务",B轮,"['定期体检', '帅哥多', '领导好', '美女多']",市场|商务类,市场|营销,商业数据分析,"['数据分析', '行业分析', '市场竞争分析']","['数据分析', '行业分析', '市场竞争分析']",[],2020/3/16 11:13,11:13发布,西湖区,['西溪'],30000,1-3年,全职,硕士,"发挥空间大,职业发展好",today,2020/3/16 11:13,9293747,1,,,,30.29304,120.075105,,60,1,5,0,1.0956326,,,,0,0,,0,0,0,,,0,0,[],FALSE
6284662,bi数据分析师,50354,image1/M00/00/84/CgYXBlTUXeKAd7jdAABcAEI3cFc382.png,2000人以上,物流丨运输,D轮及以上,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",开发|测试|运维类,数据开发,BI工程师,['ETL'],"['大数据', 'ETL']","['大数据', 'ETL']",2020/3/16 10:56,10:56发布,西湖区,,40000,不限,全职,本科,"数据量大,业务价值高,弹性工作,朝阳企业",today,2020/3/16 10:56,985145,1,2号线,丰潭路,2号线_学院路;2号线_古翠路;2号线_丰潭路,30.27455,120.12211,,6,1,5,0,1.0779254,,,,0,0,,0,0,0,,,0,0,[],FALSE
6886661,浙江数据分析师,321001,i/image3/M01/57/0E/Cgq2xl3x2SCAW3JpAAE5a8xQAwg098.jpg,150-500人,"金融,数据服务",D轮及以上,"['年底双薪', '午餐补助', '年终分红', '绩效奖金']",开发|测试|运维类,数据开发,数据分析,['Hadoop'],['Hadoop'],[],2020/3/16 10:48,10:48发布,西湖区,"['西溪', '西湖', '古荡']",37500,1-3年,全职,本科,发展空间,today,2020/3/16 10:48,2155375,1,2号线,丰潭路,2号线_学院路;2号线_古翠路;2号线_丰潭路,30.281852,120.118117,,100,1,5,0,1.0801389,,,,0,0,,0,0,0,,,0,0,[],FALSE
6242470,数据分析师,31544,image1/M00/00/48/CgYXBlTUXOaADKooAABjQoD_n1w508.png,150-500人,数据服务,不需要融资,"['专业红娘牵线', '节日礼物', '技能培训', '岗位晋升']",产品|需求|项目类,数据分析,数据分析,"['增长黑客', '数据分析', '商业']","['增长黑客', '数据分析', '商业']",[],2020/3/16 11:16,11:16发布,滨江区,,22500,1-3年,全职,本科,五险一金,today,2020/3/16 11:16,466738,1,4号线,中医药大学,4号线_中医药大学;4号线_联庄,30.18548,120.13932,,43,1,5,0,1.0602182,,,,0,0,,0,0,0,,,0,0,[],FALSE
6601086,数据分析师,21187,i/image/M00/10/BC/CgpEMljrY_SAD-hjAAAIdvHxXPM731.png,150-500人,"企业服务,移动互联网",天使轮,"['带薪年假', '年轻团队', '股票期权', '下午茶']",产品|需求|项目类,数据分析,数据分析,['数据分析'],"['电商', '数据分析']","['电商', '数据分析']",2020/3/16 11:09,11:09发布,余杭区,,37500,3-5年,全职,本科,五险一金、周末双休、定期团建、下午茶,disabled,2020/3/16 11:08,243503,1,,,,30.274689,120.022763,,23,2,5,0,1.0557915,,,,0,0,,0,0,0,,,0,0,[],FALSE
6569491,数据分析师,231698,i/image2/M01/A3/03/CgotOVvYE4KASki9AAFgENk21gw532.png,50-150人,"移动互联网,数据服务",不需要融资,"['年底双薪', '定期体检', '午餐补助', '交通补助']",产品|需求|项目类,数据分析,数据分析,['数据分析'],"['广告营销', '数据分析']","['广告营销', '数据分析']",2020/3/16 10:44,10:44发布,余杭区,"['金家渡', '勾庄']",37500,3-5年,全职,本科,五险一金；晋升机会,threeDays,2020/3/16 10:44,13029326,1,2号线,墩祥街,2号线_墩祥街,30.338565,120.100426,,1,1,5,0,1.0491512,,,,0,0,,0,0,0,,,0,0,[],FALSE
6791055,高级数据分析师,432882,i/image2/M01/78/D2/CgotOVtrnbmAf4nCAABhz144tTw335.jpg,150-500人,移动互联网,不需要融资,"['技术大牛', '领导nice', '帅哥美女', '环境超棒']",产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']","['SQL', '数据分析']",[],2020/3/16 11:08,11:08发布,滨江区,"['西兴', '长河']",20000,3-5年,全职,不限,福利待遇,today,2020/3/16 11:08,4806498,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.208047,120.221652,,90,2,5,0,1.0225904,,,,0,0,,0,0,0,,,0,0,[],FALSE
6869123,数据分析师（财务方向）,173746,i/image2/M01/D8/A2/CgotOVxilqOAdXrgAACPLBtM9-Q43.jpeg,150-500人,消费生活,C轮,[],产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据库', 'SQL']","['电商', '数据分析', '数据库', 'SQL']","['电商', '数据分析', '数据库', 'SQL']",2020/3/16 10:52,10:52发布,余杭区,,37500,3-5年,全职,本科,准独角兽企业 社群电商 五险一金,disabled,2020/3/16 10:52,1857793,1,,,,30.27792,120.00755,,99,1,5,0,1.0115235,,,,0,0,,0,0,0,,,0,0,[],FALSE
